loan_amnt,int_rate,emp_length,annual_inc,delinq_2yrs,earliest_cr_line,total_acc,total_bal_ex_mort
15000,14.99,5,55000,0,2092,11,27578
11550,11.99,10,88000,1,7358,25,51650
5000,13.33,3,20000,0,1819,7,20127
13000,9.99,5,90000,0,5744,44,123898
5450,8.18,1,36000,0,5867,19,10420
10000,7.89,7,75000,0,7144,31,83184
7000,14.65,1,110000,0,2883,5,21859
24000,12.29,10,65000,0,5259,35,47074
14675,19.19,10,72000,2,6324,65,54263
21000,8.18,10,52000,0,5836,46,51528
12000,10.99,10,67000,0,5318,27,176164
10000,12.59,9,45000,0,8332,29,32732
15000,18.49,4,75000,0,3614,8,23536
24000,19.19,9,90000,0,6324,9,39048
30000,12.39,1,1000000,0,6475,13,262028
32000,20.49,2,210000,0,4557,33,85025
2000,14.65,10,26000,0,3188,21,19956
19300,23.99,10,42000,0,4314,17,19151
10500,6.24,4,64000,0,4741,18,31979
28775,17.86,10,100000,0,6536,57,110014
3000,13.18,10,27000,1,3798,17,29043
15925,21.99,4,41000,0,9063,21,25458
12000,12.29,7,62000,2,5137,24,18696
10000,9.99,3,75000,2,5410,37,97086
12000,23.99,1,50000,5,5259,41,91950
18000,9.49,7,49000,0,5928,18,28137
28000,9.99,10,170000,1,8028,52,109531
26000,13.99,10,82000,1,8301,46,96450
21000,8.18,5,140000,0,4953,40,53658
18000,11.53,6,73000,0,5867,25,44579
14000,10.49,0,52000,1,12350,32,10292
9175,12.29,3,160000,0,14449,38,34454
12600,10.78,3,85700,0,2914,17,63900
35000,15.61,10,100000,0,6598,26,90609
14400,6.89,1,60000,0,5744,14,52084
21000,18.25,1,53000,0,7450,10,20884
10000,9.17,10,50000,0,3888,16,14099
31050,18.55,10,62137.84,2,16216,18,39865
24000,16.99,1,48000,0,6263,4,38128
5625,15.61,10,45000,1,6080,45,15453
7200,9.17,10,42000,0,6689,29,39580
8075,15.61,1,23000,0,1727,5,11559
20000,13.18,9,65000,1,5683,52,97464
11500,18.25,10,32000,0,6294,30,49544
26625,19.52,4,73000,0,6536,35,105879
13625,24.5,10,38000,2,5744,27,52524
19500,12.29,10,144000,0,10066,20,153797
8000,12.69,8,67000,0,7997,32,36222
27300,12.69,10,65000,0,7967,53,38865
15000,11.99,10,60000,0,7205,36,67916
30000,17.57,6,158000,3,11954,29,62283
10100,23.99,5,62000,0,8574,31,45200
15000,12.88,10,60000,0,5928,42,52818
8000,7.89,10,60000,1,5805,13,14788
10000,5.32,3,50000,0,7024,20,13893
10000,13.33,2,27500,0,3798,27,55391
7100,5.32,10,95000,0,7479,45,51911
12000,9.76,5,75000,0,9885,14,35018
10000,12.59,6,25073,0,3523,21,61159
20000,13.99,4,72000,1,7144,25,63262
30175,9.99,10,60390,0,11802,14,37784
9000,9.76,10,80000,0,7663,15,26071
32000,16.55,10,85000,0,6233,11,121335
32500,25.8,4,65000,0,4375,18,34030
13000,13.67,9,38000,0,4041,24,103247
30000,14.65,7,99864,0,8301,42,164224
8750,14.99,1,25000,0,6171,13,4527
20000,8.18,9,50000,0,4680,25,34015
33000,18.54,10,115000,0,6598,67,138548
6000,6.92,1,69000,0,8120,13,14278
10000,12.59,8,52000,0,4010,10,20514
14700,16.99,9,35000,0,8971,18,30769
24000,8.18,4,115853,0,11833,26,37502
16000,14.65,9,75000,1,6659,19,17331
25000,13.99,1,100000,0,4619,24,25828
33950,17.14,5,100000,0,5106,26,86002
10425,12.99,7,25000,0,6901,14,23723
10000,15.41,10,54000,0,4649,11,35334
22000,11.44,7,55000,0,3584,11,20009
5600,7.89,0,77075,0,4071,62,14213
6000,11.53,10,72000,0,5624,38,60014
20875,17.14,1,52000,1,3888,10,18271
14400,13.33,1,75000,0,3127,7,31917
17000,6.92,4,60000,0,5106,15,15873
30000,24.99,1,240000,0,3798,29,39489
16550,9.99,5,36000,0,12046,19,24644
3700,15.61,7,59200,0,7571,15,39533
28000,9.17,10,60000,0,6233,47,27216
4350,9.17,10,67000,0,7602,65,18523
10000,6.68,9,56800,5,5836,58,60342
15000,7.89,1,72000,0,6810,32,18660
25000,19.52,10,103000,0,9885,37,122540
18000,7.89,10,171574,1,5045,12,6497
10000,14.65,10,41000,0,4283,30,20226
25000,7.26,9,110000,0,7936,31,81999
25000,22.99,1,120000,2,9611,38,84419
10000,6.49,2,62400,0,2518,13,65015
20000,12.29,10,155000,0,7358,30,86069
7200,12.29,6,50000,1,5563,13,24601
3000,13.99,4,55000,0,4132,32,78131
6400,13.99,8,33462,0,6748,19,12773
15000,11.22,1,36000,0,6598,35,40632
16000,7.89,4,65000,0,6932,18,63617
20000,8.18,0,110000,0,7936,16,67536
19000,6.39,10,80000,0,5045,17,25696
18000,12.69,9,65000,0,9305,27,38593
10400,10.99,4,36400,0,6080,8,10707
11000,10.99,10,30000,0,7479,26,74066
15000,6.89,0,48612,0,5259,9,20560
20000,13.18,1,72000,1,4984,46,91340
6000,7.26,7,28200,0,3311,26,39777
30000,10.99,10,105000,0,6324,21,93370
35000,12.69,4,110000,1,10127,41,62320
12000,8.18,10,74000,0,5259,23,26350
4200,14.99,8,124000,0,4497,21,28252
14300,12.69,10,78500,0,5532,59,127470
35000,15.61,10,98370,0,9670,14,59706
12000,7.89,6,42000,0,3918,17,26262
8000,12.69,5,75000,0,9885,27,56252
6000,9.17,10,94000,0,12015,46,128179
9475,15.61,3,65000,0,3311,17,32934
12000,15.61,2,50000,1,3857,19,45112
15000,7.89,1,145000,0,5349,23,108733
15250,9.99,10,72000,0,5958,14,36597
25000,22.99,10,115000,1,8911,42,174093
6400,9.17,6,31000,0,5683,18,51015
8000,10.99,6,35000,0,3280,13,10827
4500,11.99,10,60000,1,4649,35,14394
35000,14.65,3,75000,0,5198,19,32423
6000,14.31,0,27718,0,4619,15,6469
13800,20.49,7,30000,0,8028,30,24009
9000,16.99,4,95000,0,4102,16,62943
9600,14.65,7,185000,0,4984,19,50710
15000,16.55,10,58900,1,6141,20,38000
22000,6.89,0,50323.62,0,11649,42,64052
7000,11.49,0,40000,0,5106,8,8586
9350,17.57,10,26000,1,5775,12,27094
15000,13.33,0,54000,0,10797,41,58347
24125,17.57,4,77242,0,7694,28,53678
12000,7.89,10,70000,1,4894,37,20996
18350,16.55,1,53760,0,5897,13,21691
2400,12.29,2,20000,0,1819,8,22256
15000,10.99,10,50000,2,4191,23,27168
6050,17.86,1,36000,0,2000,5,8003
15000,18.25,10,95016,0,9093,22,62461
26975,7.26,5,60000,0,7175,36,26733
14000,12.29,8,85000,0,4619,30,36759
3000,16.49,2,34500,1,2914,15,46971
12000,12.29,0,40176,2,11619,25,9938
12000,13.99,4,45000,0,3645,19,32744
19700,9.17,2,52000,0,5683,41,157573
35000,15.99,2,184000,0,6049,47,45680
18000,9.17,10,61915,0,5259,13,27714
10000,6.68,10,58000,0,9854,17,28843
30000,7.89,10,265000,0,7297,43,121339
15000,12.29,5,35461.34,0,3918,13,22801
10000,9.17,10,41000,0,5805,39,53187
11200,20.49,7,35000,0,5836,25,33023
6000,9.99,3,50000,0,4528,12,4642
19000,12.69,3,95000,0,7967,49,228682
4800,11.53,4,36000,0,5805,7,5439
6000,9.99,1,47000,0,4344,14,36050
16000,12.29,4,70000,0,3006,25,40609
35000,12.59,8,145000,0,6233,49,229620
16750,10.49,2,63000,0,7967,33,73721
1000,12.69,1,40000,0,4010,4,17598
30000,15.61,1,141000,0,5075,39,40657
12000,9.99,9,88000,0,5897,56,73851
30000,12.99,10,130000,0,6689,29,59444
12175,18.54,2,34000,0,5775,21,32374
21850,24.99,10,65000,0,5259,35,19646
21950,19.99,1,61000,0,6263,14,32610
6400,12.69,8,74000,0,4833,19,32020
8000,5.93,5,64000,0,4344,40,36631
21000,13.33,10,198000,0,5563,41,80343
10950,16.55,10,35000,0,2853,21,20620
10000,17.86,6,24000,0,3676,14,23930
25000,9.99,9,134000,0,8636,34,90550
12000,15.61,4,40000,0,2671,15,53633
21000,9.99,9,59591,0,5106,30,65287
4000,7.89,4,70000,0,5287,14,6421
30000,20.99,5,92000,1,4406,26,36175
7200,5.32,3,120000,0,8271,40,81926
8000,9.17,8,52000,0,4557,30,30210
12975,27.31,10,45107,0,4071,22,47066
18000,12.29,10,95000,0,8424,68,180153
16200,15.61,8,110000,0,7571,49,81483
19200,27.88,1,54000,1,6628,37,16683
11000,10.49,5,58000,0,5167,29,71546
5000,17.86,5,25000,0,1788,10,44252
10000,11.53,9,123000,0,12837,33,157133
35000,15.61,8,120500,0,5440,49,44393
12000,13.33,10,68000,1,12592,59,59417
16000,5.32,1,62000,1,5440,27,120646
19000,10.99,7,45000,0,3096,21,10273
2850,15.61,10,40000,2,6932,8,9396
20000,22.99,1,70000,2,8911,13,26735
30000,19.19,10,125000,0,5989,40,70514
4000,6.99,10,50000,1,10828,44,21969
15000,12.69,2,130000,0,5563,25,136211
12000,13.44,10,75000,1,6720,19,40430
10000,12.29,8,49000,2,6598,29,13178
12000,12.29,6,80000,1,10677,13,26335
3000,10.99,0,19500,0,5167,16,58044
30000,12.69,2,122000,0,10889,20,63593
5000,7.49,0,98000,0,15425,29,18107
6000,9.17,4,62500,1,5379,50,113053
29000,9.99,1,59700,0,8666,35,36888
12000,13.33,10,75785,0,9550,49,87734
15175,19.99,2,38000,0,3402,21,16999
10000,9.17,4,99000,0,5593,20,34959
2500,13.18,2,68500,1,5440,18,73842
20675,21.99,0,51732,0,6779,19,63956
7500,6.89,1,40000,0,7755,21,25279
15000,9.99,8,90000,0,3949,24,59272
15000,17.57,10,36000,0,7175,24,16475
16000,14.31,2,140000,0,6202,54,89968
10000,7.89,0,24000,0,11315,18,18260
5500,14.65,8,42000,0,3979,50,40363
4000,13.99,8,115000,0,6171,32,75278
16000,21.99,0,40000,1,7236,20,29353
20000,14.31,0,65000,0,8393,41,30625
11000,19.19,4,78000,0,4222,21,41164
6000,6.24,10,38000,0,5471,15,5178
24000,16.55,10,64000,0,7054,26,86658
15000,9.99,9,48000,0,5318,36,39287
5200,14.65,8,36000,0,2549,30,56502
20000,16.55,6,90800,1,7967,48,146417
20000,15.61,10,76000,0,6810,41,21073
2700,16.55,6,40000,2,5014,18,29730
12000,11.53,10,98000,3,5836,29,41682
16275,17.97,10,36180,1,5228,19,30455
3200,6.39,1,46500,0,4283,14,31329
24025,12.69,1,90000,1,6202,41,94307
4900,15.61,2,40000,1,3096,5,11543
20225,16.55,10,46000,1,8454,44,22345
21600,7.26,1,101000,0,5805,17,41841
20400,13.99,1,62000,0,3826,23,35053
6000,15.99,7,22000,1,5989,15,10408
25000,5.32,10,150000,1,8393,26,37045
11000,13.33,1,30000,0,6080,21,10272
14400,19.52,10,141000,0,13354,51,124169
10800,10.64,10,32500,0,5867,21,61960
35000,13.33,10,100000,0,7479,42,170201
20000,15.99,8,55000,0,8301,66,84930
14825,17.86,10,67000,0,7694,27,65434
35000,10.99,3,110000,0,11527,36,65754
15000,19.24,5,210400,1,4772,26,98594
14000,12.69,10,41000,0,4406,11,16089
21000,11.53,9,98000,0,4467,17,30176
7500,7.89,1,58500,0,6963,31,56890
20000,18.55,9,65000,1,5287,22,41776
11600,12.59,1,60000,1,7541,30,32512
7200,7.89,1,56000,0,5440,45,120336
24900,9.17,8,75600,0,10188,28,29442
16000,11.53,7,42000,1,6355,29,50713
25000,20.49,10,88000,1,9277,49,12802
18000,7.89,9,275000,0,14937,32,83769
14350,12.69,1,30000,0,4802,6,15024
9600,18.25,3,30000,0,1697,12,11365
15000,8.18,3,70000,1,4253,21,54716
12000,5.32,9,64000,0,4894,57,45370
6000,8.18,1,44000,0,4253,16,50180
24000,6.92,10,82000,0,11496,35,51401
7500,17.86,1,30500,0,4436,25,35905
11750,16.99,10,50000,1,7054,21,11691
35000,12.29,4,75000,1,7479,19,45581
15325,13.99,10,120000,1,6445,20,31460
16000,14.65,10,58000,0,6355,14,39022
21600,19.19,1,77000,1,6536,39,30966
4200,12.69,2,33500,1,2215,10,29505
5000,10.64,2,25000,0,1666,18,2472
5125,13.99,0,50000,0,6355,15,1707
15000,13.33,10,69360,2,6840,44,75885
20000,18.2,10,110000,0,4163,24,49248
20000,16.55,3,62000,0,6171,36,22040
35000,19.52,10,127800,0,6628,32,133577
35000,12.29,7,156605,0,9124,17,66650
12000,15.61,2,85000,1,7997,29,56730
12000,13.33,4,33000,0,3280,6,21439
10000,9.17,1,58000,0,6720,43,30588
20000,9.99,0,120000,0,4953,34,52315
3500,13.33,0,40461.24,0,10950,19,25538
21000,14.65,10,54908,0,4222,38,80201
9600,8.18,10,48000,0,7479,22,13363
16800,13.33,10,118000,1,5624,35,88384
35000,12.39,5,280000,3,8940,30,44656
30000,17.86,5,60000,10,8089,46,77966
10000,7.89,10,62000,0,6324,16,41018
25000,15.61,10,85000,0,6445,16,21004
7500,9.17,8,27000,0,4741,13,21059
8875,16.55,0,27810.24,0,6536,19,13337
5000,9.99,5,123600,0,17037,28,36177
7500,9.17,8,45000,0,5440,27,15869
9500,9.49,9,55000,0,8362,33,28182
29750,9.17,9,62000,0,5593,34,46799
14400,14.48,5,210000,0,12077,28,84874
6000,8.18,1,65000,0,9701,19,18932
22000,13.33,1,55000,0,9428,54,46348
14400,9.99,1,65000,3,11193,29,83437
6000,15.61,2,20000,0,4436,21,14277
4000,8.38,6,67000,0,3676,19,15966
17000,10.99,10,54000,1,10188,23,45613
17000,6.03,3,70000,0,5928,19,41877
15000,13.18,10,42500,0,17220,15,24222
15000,7.49,8,98000,1,8515,18,76331
9000,11.53,1,57400,0,3341,38,256357
28000,6.99,10,80000,0,7755,23,57122
10000,9.99,6,38000,0,7967,22,17119
28000,6.39,5,200000,0,13719,36,96765
24000,17.86,10,80000,1,8181,19,42756
15000,8.67,7,70000,0,5410,52,41679
24000,13.67,10,146000,0,1758,9,42089
5000,12.69,2,50000,0,4132,13,50508
11875,18.49,7,34944,0,4375,16,15560
9250,16.55,0,38000,1,4375,19,15597
15000,23.99,10,47000,0,4833,32,15088
21000,9.99,0,85000,0,13811,22,12989
5000,9.17,10,75000,0,7541,27,49559
11225,14.48,0,24000,0,6810,5,3732
12000,6.24,5,52000,0,7419,16,17061
20000,12.69,10,90000,1,6779,15,18639
5500,9.49,8,46800,0,9458,4,5233
2975,12.59,0,45000,1,7328,15,49130
25000,11.99,9,120000,0,7602,52,46690
30000,13.33,4,120000,5,9793,35,87790
30400,27.88,6,80000,0,7144,29,34722
20400,6.92,0,55000,1,6871,40,35288
17500,12.05,3,65000,0,4406,20,17474
29225,19.52,4,72000,0,5958,19,10846
10000,12.69,5,56000,0,4528,48,24054
23725,22.99,4,77000,0,4922,29,14629
11050,18.55,3,34600,0,3492,17,13126
15000,8.18,10,4800000,0,3311,9,34200
6000,9.17,1,72217.6,0,9762,60,59397
24000,6.24,10,300000,0,6840,54,37290
21000,12.69,10,115000,0,4863,20,85588
13000,8.18,9,110000,1,8120,12,28704
15750,7.89,7,98000,0,7694,40,98369
35000,16.55,1,120000,0,6110,22,53010
34250,13.33,10,126000,1,7024,24,86719
15000,12.99,2,75000,0,4497,26,73992
15000,16.49,1,70000,0,2580,44,89186
12950,14.65,7,40378,0,5958,16,13750
12000,11.53,5,50000,0,5836,17,10981
20000,6.24,10,78500,0,12929,40,53781
25975,13.67,8,136000,0,3798,21,83323
20000,24.99,10,50000,1,10127,21,12177
7000,12.29,10,23000,0,7694,24,17113
12000,17.57,4,52000,0,3249,13,28971
5600,10.99,0,54000,0,4772,20,16975
4200,8.18,6,25000,0,2975,16,28384
9400,6.89,10,40000,0,3767,27,23188
10500,15.61,10,73400,0,4253,15,118625
10000,8.18,0,67800,0,7694,15,10223
8000,6.99,4,30000,0,4710,8,34210
23000,20.99,10,75920,0,4863,34,142954
27300,20.49,8,65000,0,7205,32,73309
20000,11.53,2,164800,3,5137,59,150104
19000,6.24,2,50000,0,4649,16,68795
10000,11.53,10,35000,0,7085,22,31491
9000,6.89,10,75000,1,6689,36,9429
15000,19.19,8,46000,0,4710,20,46633
6000,16.99,0,38000,0,8181,43,7930
29325,25.8,10,81516,0,6748,47,88889
29975,8.18,6,130000,0,5045,15,115443
19000,9.99,8,95000,0,7632,42,70200
24900,16.55,5,140000,1,7694,32,108252
13700,11.99,1,55000,0,3949,23,27227
10000,10.99,5,52000,1,4497,18,31284
9500,9.99,9,43000,0,4649,27,39838
6000,5.32,10,55000,0,6294,16,13003
33500,17.86,6,67000,0,3949,12,3161
22400,21.67,10,45000,3,7694,54,62819
2750,12.69,3,36000,0,3219,22,54623
20000,11.22,7,78000,0,5593,24,35558
11550,16.59,5,38000,0,2031,12,10353
20000,12.29,10,80000,1,7997,18,87539
35000,15.61,5,162000,0,6506,45,142582
12000,7.89,5,104000,0,4741,58,192197
19200,14.33,10,59280,0,8574,35,50904
2250,13.99,0,40000,0,3979,13,40906
30000,9.99,9,125000,0,5287,26,129266
18650,10.78,1,48000,0,5045,32,59823
28000,5.32,10,200000,0,10554,37,64616
15000,10.99,2,80000,0,5744,35,13958
25000,10.99,10,119000,0,7297,26,212790
4000,16.99,1,18200,0,2518,21,17706
7000,11.53,1,27040,0,5502,18,26806
2400,24.99,1,70000,1,4588,24,125929
35000,15.99,10,175000,0,7632,35,55271
31575,13.33,10,140000,0,8789,20,41361
22500,13.99,10,75500,0,7205,40,86017
3200,7.26,10,47000,0,5198,27,4511
7000,6.24,4,50300,0,3645,22,69343
20000,14.65,10,162000,0,6932,51,145881
11000,8.18,1,70000,0,3706,14,45310
18400,15.41,0,40000,0,9124,11,12973
11000,13.67,0,34000,0,7967,16,16213
15000,20.99,10,56000,1,4406,17,2037
2100,14.65,1,39000,1,1788,8,30837
20000,7.89,1,70000,0,8880,29,39424
3950,20.99,10,75000,0,1606,15,69689
4200,14.33,10,73200,0,4010,11,36114
10000,9.99,6,70000,0,5502,10,35886
12000,9.99,10,50000,0,9885,47,16823
11825,17.86,2,55000,0,4071,49,121416
12000,11.99,10,90000,0,4619,16,67016
10000,9.76,2,85000,0,6567,23,11224
20000,13.67,10,80000,1,7205,34,39935
24000,7.89,10,160000,0,16307,58,104574
12000,10.49,7,70000,0,5379,13,8759
9000,11.53,10,55000,0,3645,47,41753
35000,14.65,0,120000,1,12168,31,52955
10000,9.17,10,90000,0,4557,42,122935
4500,7.49,9,45000,0,2702,13,23706
30000,12.69,0,107292,0,5714,23,86105
9000,8.18,9,55000,0,3737,21,37724
12000,11.44,10,118600,4,9032,26,7508
5000,11.53,8,40000,0,5259,14,2084
2000,12.69,10,35000,0,5836,23,29096
20000,9.17,10,96000,3,8150,21,113856
15500,9.99,10,139000,0,6018,33,162673
18000,13.99,9,105000,0,9093,25,46850
4500,12.59,7,28000,0,3888,12,17889
28000,13.99,10,110000,1,4649,18,33720
8000,13.99,3,117000,0,5318,20,61169
18000,6.39,2,138000,0,4619,19,64521
10000,9.17,10,40000,1,5532,20,11243
9425,7.26,1,60000,0,3614,25,69708
14000,8.18,5,65000,1,4802,20,14357
12000,10.99,1,132000,2,6932,22,240757
15000,6.03,10,131000,0,6963,36,68289
17000,5.32,9,150000,2,10311,20,70351
17000,14.31,10,60000,0,6110,36,71275
21600,6.89,10,130000,3,5440,25,39167
21600,14.65,7,79554,0,6233,43,164668
10000,6.39,1,83000,0,5440,31,84904
30000,17.86,0,95000,1,4894,32,53858
3500,15.61,10,79000,1,6810,22,46319
6750,13.33,3,40000,0,4283,6,359
15000,16.99,1,50000,0,6324,38,23896
5000,9.17,0,40000,0,9946,34,5982
9000,9.17,2,133000,0,5440,24,56558
35000,9.99,4,165000,0,6414,27,67218
4000,8.18,9,55000,1,8605,23,21349
18750,13.33,1,48000,0,4253,11,91
10000,8.18,1,115000,3,5624,36,63646
10000,9.17,10,95000,0,10797,29,50336
12450,11.53,10,69000,0,6598,20,68123
8000,6.39,10,140000,0,4802,17,30043
8000,12.29,2,30000,0,2488,9,15595
5500,8.19,6,34256,0,4010,5,5431
20000,13.33,4,60000,0,3461,10,17884
10000,19.99,8,32000,0,5471,29,212395
8000,10.99,10,42000,0,4406,19,14493
8400,9.99,9,61000,0,4314,32,59970
2000,13.33,2,30000,0,3433,5,6351
3000,7.89,8,55000,0,3280,26,22806
25000,12.69,2,82000,0,4772,33,67726
12000,7.89,10,102800,0,9397,37,65230
2400,13.33,10,49000,0,6263,46,37366
30000,15.61,10,99980,0,11893,16,21843
21000,12.69,7,65000,0,6993,31,101317
4000,7.89,3,38745,0,4071,22,41988
9000,12.29,5,190000,1,6202,49,159890
5000,13.99,7,45000,0,4283,29,35983
22400,16.49,10,45000,0,10035,20,49722
7800,7.49,6,45000,0,13903,14,5508
12000,6.92,1,55000,0,7085,12,21570
15275,27.88,0,50938.8,0,5532,28,49278
10800,14.31,10,80000,0,8697,31,60956
11200,6.89,4,60000,0,6598,14,22453
14000,15.77,10,132700,2,5075,41,107945
30000,13.33,5,70000,0,3523,17,21952
5625,18.55,5,29000,0,1545,5,12693
12000,8.18,8,50000,1,7663,34,33907
1500,6.89,3,30000,0,7541,17,13727
15000,10.49,6,69250,0,7663,45,71975
8000,8.19,0,90000,0,6414,23,45558
10000,6.89,0,101000,2,6383,37,17964
25000,7.89,1,160000,0,10401,15,37109
20000,9.17,4,100000,0,13110,46,66681
30000,13.18,10,110000,1,10616,34,100525
24000,6.24,10,135000,0,6748,33,72988
23500,11.53,2,60000,0,3645,22,52933
1200,14.31,3,37440,0,3067,17,7964
27525,9.99,10,60000,0,9915,21,36803
12000,10.99,1,70000,0,10524,30,41820
10000,6.68,2,57200,0,3888,16,3808
8000,8.18,10,32000,0,3402,22,11013
10000,12.29,1,57000,0,10372,13,44749
5000,11.53,1,45000,0,10432,15,36666
15000,13.33,2,35000,0,2427,18,42350
25925,7.89,10,144800,0,6963,36,199224
15000,6.24,10,37000,0,11496,37,21249
6000,7.49,10,74000,0,5410,31,24362
14000,9.17,10,77000,1,6475,34,39677
7800,9.17,1,111400,0,5440,55,106447
10000,12.29,3,52000,0,4680,15,4830
16000,13.33,7,60000,0,3826,21,37033
23000,7.89,6,85000,0,10311,29,78292
24000,7.89,9,80000,0,7175,24,35078
18000,19.19,10,63000,0,4010,45,73686
14250,19.19,6,49500,0,6294,50,19532
20000,9.17,10,250000,0,9458,23,33859
6500,10.99,2,81000,0,4467,15,81816
12000,12.29,0,51000,0,3888,29,51461
12000,14.65,10,64500,0,5287,19,3958
7000,13.33,8,45000,0,4772,24,43485
17000,18.55,2,90000,0,4557,29,113714
21000,11.53,9,90000,0,4497,36,56892
3500,10.99,1,50000,0,3006,16,9003
35000,7.26,10,89366,0,10432,26,63340
24000,24.5,7,53000,0,5075,25,9297
5500,16.49,1,15800,1,5714,16,4362
6400,12.69,5,36000,0,3676,26,17994
7200,6.24,7,150000,0,6567,38,40015
24000,7.89,1,103000,0,2153,14,33377
20000,14.65,10,55000,0,3798,14,15565
21000,22.99,2,125000,0,4710,20,27215
32000,6.99,10,83000,0,10828,45,24735
9600,14.65,3,45000,0,2549,16,19306
6500,6.89,10,77000,0,7479,17,63440
13000,9.99,9,51000,0,4680,28,18522
5000,9.76,10,48048,0,4132,32,28848
10625,18.25,3,41000,0,6414,50,26373
9600,12.29,10,100000,0,6932,56,86001
11000,13.99,1,42375,0,5349,33,130985
10000,13.33,2,35000,0,5106,23,12732
4800,7.89,5,35000,0,11893,24,26280
10000,13.99,8,50000,0,4253,18,67358
20000,13.99,8,55000,2,10219,25,22661
15000,17.86,10,105000,1,7967,31,39130
16800,7.26,10,115000,1,6567,30,59533
14400,8.67,10,51000,0,9976,23,42833
7000,6.39,10,60000,0,8209,38,131689
15000,15.61,10,42000,0,5805,30,24911
8000,13.44,4,70000,0,3127,24,65799
20150,18.25,6,48000,0,5593,38,31628
10000,14.65,8,130000,0,7113,25,126383
28000,7.49,5,83000,0,7724,17,55977
10000,12.29,1,70000,0,4191,11,21002
8000,13.99,8,100000,0,5167,36,53943
35000,13.33,10,150000,0,4588,25,36017
4000,12.69,7,25000,0,4436,22,60102
10000,5.93,2,46000,0,5287,18,35421
29625,25.89,6,78000,0,5014,22,7494
12000,5.32,10,65000,2,7024,39,29669
12000,12.39,10,136000,2,5014,32,31588
12500,13.66,4,77851,0,4041,24,93202
35000,15.61,10,110000,0,6202,53,58868
20000,8.38,5,216000,0,9305,27,59700
24000,8.18,10,87000,0,7936,50,55522
15000,8.19,10,86000,0,7389,34,52359
8000,9.49,2,90000,5,13110,27,82398
8350,20.99,5,35000,0,6202,46,17890
16000,12.69,6,45000,0,4863,41,78459
10000,11.53,2,90000,0,5410,30,74824
31025,16.55,5,120000,2,5805,25,74691
26400,7.49,8,65000,0,3461,35,54229
7200,16.99,10,38000,0,4314,28,20625
28000,5.32,10,200000,0,9124,36,47239
11000,8.18,10,52000,0,6659,15,22565
10500,12.69,8,69000,0,11924,44,68325
12000,12.39,10,55000,0,9520,41,27146
35000,25.99,10,92000,0,10646,26,51210
20000,12.29,8,50000,0,5106,55,105758
25000,18.25,6,98000,0,8666,30,31503
4000,11.49,10,36000,0,5228,17,1328
12000,10.99,10,50000,0,4283,18,62197
8000,9.49,6,31000,1,3280,20,37341
20000,13.99,9,79000,1,7297,38,79390
16925,14.65,10,76000,0,8028,23,14241
25000,7.26,10,104260,0,8789,17,24613
6000,8.38,0,22000,0,5683,14,17014
28000,10.99,10,250000,0,5989,16,75988
7200,18.25,0,24000,0,1635,6,11220
11100,13.99,10,48000,0,7875,9,11334
1850,11.49,10,37523,0,5805,25,46970
15000,6.49,1,35000,0,5106,13,71383
25000,15.59,7,71000,1,6171,24,41126
21750,7.89,10,47300,0,9550,22,43005
18000,8.18,10,80000,0,5958,22,136242
8000,7.49,10,61000,0,8150,45,118551
10500,17.86,0,21000,1,5775,13,3268
4350,17.86,2,13000,0,3857,12,10891
25000,9.99,8,109000,0,10188,44,85271
16000,9.17,10,49000,0,4191,26,16205
10000,22.45,0,28600,0,5045,16,7204
15825,15.61,2,44000,0,4253,17,66536
4475,19.19,9,30000,0,2853,11,49702
20800,13.18,3,85000,0,4802,23,135524
14400,12.69,3,45000,0,4071,30,23753
9000,10.99,7,45000,1,7967,10,18807
12000,13.33,1,44100,0,3767,20,26886
3000,12.99,10,108000,0,4710,14,67034
12000,5.32,2,70000,0,7085,21,44233
20000,10.99,3,90000,2,5532,32,76015
18000,19.99,1,50000,6,5440,17,198375
14750,15.61,9,42000,0,10493,26,45405
7000,10.99,1,36500,0,2853,14,31784
21000,5.32,10,98800,0,5744,22,48393
17625,24.5,10,37000,0,4953,35,39695
20000,13.67,1,94000,0,4922,20,38190
27000,13.99,10,76000,2,5897,33,72016
15000,12.29,9,41000,1,5471,26,27882
11850,14.65,8,73812,5,5075,44,31599
5500,11.53,10,32000,0,3553,20,4337
30000,20.99,1,75000,0,7113,37,41521
21550,8.19,4,60000,0,6963,16,18834
25800,18.84,6,70000,0,4071,22,59838
9900,9.99,10,47231.69,0,5287,20,49046
8000,12.05,1,32000,2,4741,15,8237
19800,9.99,10,116000,0,13476,44,179306
12000,14.65,1,40000,0,4772,14,56529
18000,13.18,10,130000,0,7632,27,45221
13200,23.99,2,33200,0,4772,19,21808
7000,10.78,1,112688,1,8301,27,71297
11800,16.55,8,92000,1,5318,16,9973
6000,13.33,2,44000,0,2337,13,16055
12000,18.55,10,40000,0,6567,25,37959
13000,7.91,2,70000,2,7236,16,41416
27500,6.24,10,250000,0,7024,27,61037
10050,17.86,6,23000,0,3311,19,21365
5000,7.89,10,40000,0,5593,6,4981
14300,19.19,10,30000,1,5259,11,45691
4500,10.99,10,100628,0,8546,31,107216
12000,10.99,7,34000,0,3461,18,34630
8000,6.24,1,36000,0,8301,31,32030
4450,19.19,7,46000,0,4802,13,20143
30000,18.25,0,75000,0,7571,31,63917
8000,14.65,10,71000,1,5744,29,58177
